"from","to","amount","timestamp"
"acct_0657","acct_0666",0.0000010000,"2025-12-17 19:52:25.948+03"
"acct_0757","acct_0779",0.0000010000,"2025-12-17 20:08:15.793+03"
"acct_0757","acct_0726",0.0000010000,"2025-12-17 20:08:15.793+03"
"acct_0125","acct_0622",0.0000010000,"2025-12-17 20:08:51.92+03"
"acct_0948","acct_0719",0.0000010000,"2025-12-17 20:14:07.1+03"
"acct_0019","acct_0037",0.0000010000,"2025-12-17 20:15:21.406+03"
"acct_0019","acct_0301",0.0000010000,"2025-12-17 20:15:21.406+03"
"acct_0509","acct_0699",0.0000010000,"2025-12-17 20:36:01.086+03"
"acct_0738","acct_0457",0.0000010000,"2025-12-17 20:43:52.652+03"
"acct_0241","acct_0708",0.0000010000,"2025-12-17 20:54:17.671+03"
"acct_0241","acct_0537",0.0000010000,"2025-12-17 20:54:17.671+03"
"acct_0335","acct_0781",0.0000010000,"2025-12-17 21:02:27.33+03"
"acct_0729","acct_0286",0.0000010000,"2025-12-17 21:03:24.166+03"
"acct_0776","acct_0735",0.0000010000,"2025-12-17 21:22:26.444+03"
"acct_0460","acct_0843",0.0000010000,"2025-12-17 21:50:15.17+03"
"acct_0460","acct_0986",0.0000010000,"2025-12-17 21:50:15.17+03"
"acct_0460","acct_0428",0.0000010000,"2025-12-17 21:50:15.17+03"
"acct_0049","acct_0408",0.0000010000,"2025-12-17 21:51:45.939+03"
"acct_0464","acct_0918",0.0000010000,"2025-12-17 21:59:22.604+03"
"acct_0464","acct_0289",0.0000010000,"2025-12-17 22:00:17.766+03"
"acct_0646","acct_0707",0.0000010000,"2025-12-17 22:39:57.735+03"
"acct_0949","acct_0736",0.0000010000,"2025-12-17 22:47:53.603+03"
"acct_0949","acct_0923",0.0000010000,"2025-12-17 22:49:09.775+03"
"acct_0641","acct_0830",0.0000010000,"2025-12-17 22:52:14.712+03"
"acct_0630","acct_0712",0.0000010000,"2025-12-17 23:22:45.774+03"
"acct_0630","acct_0874",0.0000010000,"2025-12-17 23:22:51.388+03"
"acct_0268","acct_0487",0.0000010000,"2025-12-17 23:24:10.685+03"
"acct_0268","acct_0655",0.0000010000,"2025-12-17 23:24:21.38+03"
"acct_0268","acct_0679",0.0000010000,"2025-12-17 23:24:45.753+03"
"acct_0493","acct_0086",0.0000010000,"2025-12-17 23:27:16.995+03"
"acct_0493","acct_0268",0.0000010000,"2025-12-17 23:27:48.697+03"
"acct_0655","acct_0200",0.0000010000,"2025-12-17 23:42:24.359+03"
"acct_0655","acct_0489",0.0000010000,"2025-12-17 23:42:44.767+03"
"acct_0139","acct_0399",0.0000010000,"2025-12-18 00:15:28.673+03"
"acct_0139","acct_0467",0.0000010000,"2025-12-18 00:15:55.011+03"
"acct_0031","acct_0884",0.0000010000,"2025-12-18 00:23:43.316+03"
"acct_0031","acct_0035",0.0000010000,"2025-12-18 00:24:25.602+03"
"acct_0022","acct_0872",0.0000010000,"2025-12-18 00:49:39.819+03"
"acct_0607","acct_0075",0.0000010000,"2025-12-18 00:53:01.829+03"
"acct_0607","acct_0608",0.0000010000,"2025-12-18 00:53:39.947+03"
"acct_0962","acct_0875",0.0000010000,"2025-12-18 00:55:20.268+03"
"acct_0682","acct_0244",0.0000010000,"2025-12-18 02:24:43.011+03"
"acct_0876","acct_0423",0.0000010000,"2025-12-18 02:29:57.873+03"
"acct_0876","acct_0697",0.0000010000,"2025-12-18 02:30:02.721+03"
"acct_0876","acct_0327",0.0000010000,"2025-12-18 02:30:23.489+03"
"acct_0876","acct_0561",0.0000010000,"2025-12-18 02:30:41.3+03"
"acct_0916","acct_0828",0.0000010000,"2025-12-18 02:51:27.896+03"
"acct_0133","acct_0569",0.0000010000,"2025-12-18 03:02:34.426+03"
"acct_0133","acct_0519",0.0000010000,"2025-12-18 03:03:33.017+03"
"acct_0912","acct_0769",0.0000010000,"2025-12-18 03:29:34.601+03"
"acct_0912","acct_0888",0.0000010000,"2025-12-18 03:30:04.215+03"
"acct_0912","acct_0894",0.0000010000,"2025-12-18 03:30:10.326+03"
"acct_0533","acct_0376",0.0000010000,"2025-12-18 03:33:54.685+03"
"acct_0533","acct_0133",0.0000010000,"2025-12-18 03:34:33.707+03"
"acct_0183","acct_0407",0.0000010000,"2025-12-18 03:41:18.755+03"
"acct_0183","acct_0285",0.0000010000,"2025-12-18 03:41:43.306+03"
"acct_0183","acct_0018",0.0000010000,"2025-12-18 03:42:33.103+03"
"acct_0312","acct_0806",0.0000010000,"2025-12-18 03:48:24.39+03"
"acct_0312","acct_0725",0.0000010000,"2025-12-18 03:48:43.103+03"
"acct_0123","acct_0402",0.0000010000,"2025-12-18 04:05:13.133+03"
"acct_0123","acct_0942",0.0000010000,"2025-12-18 04:05:22.708+03"
"acct_0180","acct_0248",0.0000010000,"2025-12-18 04:06:14.533+03"
"acct_0180","acct_0813",0.0000010000,"2025-12-18 04:06:20.43+03"
"acct_0756","acct_0827",0.0000010000,"2025-12-18 04:15:19.512+03"
"acct_0756","acct_0587",0.0000010000,"2025-12-18 04:15:27.613+03"
"acct_0756","acct_0593",0.0000010000,"2025-12-18 04:15:48.389+03"
"acct_0724","acct_0127",0.0000010000,"2025-12-18 04:24:50.624+03"
"acct_0149","acct_0541",0.0000010000,"2025-12-18 04:47:53.966+03"
"acct_0149","acct_0956",0.0000010000,"2025-12-18 04:48:10.537+03"
"acct_0149","acct_0766",0.0000010000,"2025-12-18 04:48:44.901+03"
"acct_0870","acct_0057",0.0000010000,"2025-12-18 04:49:24.185+03"
"acct_0870","acct_0660",0.0000010000,"2025-12-18 04:50:21.463+03"
"acct_0870","acct_0346",0.0000010000,"2025-12-18 04:50:49.248+03"
"acct_0044","acct_0459",0.0000010000,"2025-12-18 05:00:27.686+03"
"acct_0044","acct_0051",0.0000010000,"2025-12-18 05:01:03.981+03"
"acct_0780","acct_0551",0.0000010000,"2025-12-18 05:06:01.291+03"
"acct_0780","acct_0810",0.0000010000,"2025-12-18 05:06:08.504+03"
"acct_0780","acct_0242",0.0000010000,"2025-12-18 05:06:12.143+03"
"acct_0780","acct_0389",0.0000010000,"2025-12-18 05:06:23.93+03"
"acct_0253","acct_0114",0.0000010000,"2025-12-18 05:34:17.317+03"
"acct_0253","acct_0663",0.0000010000,"2025-12-18 05:34:47.081+03"
"acct_0901","acct_0236",0.0000010000,"2025-12-18 05:38:26.812+03"
"acct_0901","acct_0406",0.0000010000,"2025-12-18 05:38:50.01+03"
"acct_0901","acct_0930",0.0000010000,"2025-12-18 05:39:09.817+03"
"acct_0901","acct_0527",0.0000010000,"2025-12-18 05:39:19.823+03"
"acct_0901","acct_0442",0.0000010000,"2025-12-18 05:39:29.745+03"
"acct_0901","acct_0036",0.0000010000,"2025-12-18 05:39:32.806+03"
"acct_0522","acct_0988",0.0000010000,"2025-12-18 05:55:01.157+03"
"acct_0252","acct_0254",0.0000010000,"2025-12-18 06:06:39.465+03"
"acct_0252","acct_0106",0.0000010000,"2025-12-18 06:07:21.524+03"
"acct_0252","acct_0421",0.0000010000,"2025-12-18 06:07:46.17+03"
"acct_0252","acct_0261",0.0000010000,"2025-12-18 06:07:51.342+03"
"acct_0003","acct_0492",0.0000010000,"2025-12-18 06:09:04.193+03"
"acct_0003","acct_0085",0.0000010000,"2025-12-18 06:09:28.196+03"
"acct_0003","acct_0848",0.0000010000,"2025-12-18 06:09:52.21+03"
"acct_0114","acct_0909",0.0000010000,"2025-12-18 06:11:15.379+03"
"acct_0543","acct_0889",0.0000010000,"2025-12-18 06:15:27.512+03"
"acct_0923","acct_0517",0.0000010000,"2025-12-18 06:16:34.787+03"
"acct_0923","acct_0765",0.0000010000,"2025-12-18 06:17:05.192+03"
"acct_0923","acct_0394",0.0000010000,"2025-12-18 06:17:33.184+03"
"acct_0642","acct_0639",0.0000010000,"2025-12-18 06:32:42.223+03"
"acct_0642","acct_0118",0.0000010000,"2025-12-18 06:32:56.266+03"
"acct_0642","acct_0937",0.0000010000,"2025-12-18 06:33:25.878+03"
"acct_0445","acct_0429",0.0000010000,"2025-12-18 06:44:56.999+03"
"acct_0135","acct_0912",0.0000010000,"2025-12-18 06:56:10.193+03"
"acct_0391","acct_0037",0.0000010000,"2025-12-18 07:05:11.818+03"
"acct_0391","acct_0084",0.0000010000,"2025-12-18 07:05:28.304+03"
"acct_0815","acct_0827",0.0000010000,"2025-12-18 07:08:43.182+03"
"acct_0815","acct_0224",0.0000010000,"2025-12-18 07:09:06.639+03"
"acct_0487","acct_0608",0.0000010000,"2025-12-18 07:22:04.242+03"
"acct_0487","acct_0863",0.0000010000,"2025-12-18 07:22:21.434+03"
"acct_0347","acct_0940",0.0000010000,"2025-12-18 07:56:31.418+03"
"acct_0808","acct_0412",0.0000010000,"2025-12-18 08:05:52.274+03"
"acct_0267","acct_0776",0.0000010000,"2025-12-18 08:12:36.08+03"
"acct_0633","acct_0756",0.0000010000,"2025-12-18 08:14:17.08+03"
"acct_0206","acct_0477",0.0000010000,"2025-12-18 08:15:47.074+03"
"acct_0206","acct_0524",0.0000010000,"2025-12-18 08:16:21.567+03"
"acct_0822","acct_0885",0.0000010000,"2025-12-18 08:17:34.965+03"
"acct_0526","acct_0813",0.0000010000,"2025-12-18 08:25:33.87+03"
"acct_0526","acct_0720",0.0000010000,"2025-12-18 08:25:44.591+03"
"acct_0526","acct_0411",0.0000010000,"2025-12-18 08:26:25.798+03"
"acct_0721","acct_0313",0.0000010000,"2025-12-18 08:31:22.644+03"
"acct_0721","acct_0177",0.0000010000,"2025-12-18 08:31:44.039+03"
"acct_0721","acct_0659",0.0000010000,"2025-12-18 08:32:16.576+03"
"acct_0556","acct_0506",0.0000010000,"2025-12-18 08:33:12.363+03"
"acct_0556","acct_0666",0.0000010000,"2025-12-18 08:33:48.21+03"
"acct_0556","acct_0728",0.0000010000,"2025-12-18 08:33:58.198+03"
"acct_0789","acct_0147",0.0000010000,"2025-12-18 08:50:05.568+03"
"acct_0903","acct_0137",0.0000010000,"2025-12-18 08:58:15.042+03"
"acct_0903","acct_0930",0.0000010000,"2025-12-18 08:58:49.149+03"
"acct_0903","acct_0300",0.0000010000,"2025-12-18 08:58:58.319+03"
"acct_0012","acct_0602",0.0000010000,"2025-12-18 09:21:15.179+03"
"acct_0023","acct_0434",0.0000010000,"2025-12-18 09:22:13.682+03"
"acct_0592","acct_0740",0.0000010000,"2025-12-18 09:22:19.359+03"
"acct_0786","acct_0937",0.0000010000,"2025-12-18 09:45:08.001+03"
"acct_0058","acct_0847",0.0000010000,"2025-12-18 09:45:14.803+03"
"acct_0786","acct_0269",0.0000010000,"2025-12-18 09:45:31.064+03"
"acct_0058","acct_0822",0.0000010000,"2025-12-18 09:45:57.419+03"
"acct_0877","acct_0477",0.0000010000,"2025-12-18 09:55:12.319+03"
"acct_0877","acct_0076",0.0000010000,"2025-12-18 09:55:48.96+03"
"acct_0598","acct_0235",0.0000010000,"2025-12-18 10:02:34.901+03"
"acct_0598","acct_0173",0.0000010000,"2025-12-18 10:02:52.885+03"
"acct_0598","acct_0194",0.0000010000,"2025-12-18 10:03:15.797+03"
"acct_0092","acct_0931",0.0000010000,"2025-12-18 10:05:04.408+03"
"acct_0210","acct_0238",0.0000010000,"2025-12-18 10:08:56.438+03"
"acct_0210","acct_0200",0.0000010000,"2025-12-18 10:09:25.912+03"
"acct_0116","acct_0923",0.0000010000,"2025-12-18 10:23:41.793+03"
"acct_0709","acct_0077",0.0000010000,"2025-12-18 10:26:37.985+03"
"acct_0709","acct_0645",0.0000010000,"2025-12-18 10:27:28.95+03"
"acct_0292","acct_0215",0.0000010000,"2025-12-18 11:04:54.26+03"
"acct_0292","acct_0291",0.0000010000,"2025-12-18 11:05:35.396+03"
"acct_0104","acct_0610",0.0000010000,"2025-12-18 11:40:47.704+03"
"acct_0987","acct_0132",0.0000010000,"2025-12-18 13:03:40.525+03"
"acct_0275","acct_0038",0.0000010000,"2025-12-18 13:22:56.676+03"
"acct_0609","acct_0891",0.0000010000,"2025-12-18 13:25:37.978+03"
"acct_0807","acct_0255",0.0000010000,"2025-12-18 13:35:37.779+03"
"acct_0807","acct_0679",0.0000010000,"2025-12-18 13:35:59.805+03"
"acct_0807","acct_0046",0.0000010000,"2025-12-18 13:36:09.862+03"
"acct_0807","acct_0416",0.0000010000,"2025-12-18 13:36:19.007+03"
"acct_0807","acct_0471",0.0000010000,"2025-12-18 13:36:52.73+03"
"acct_0251","acct_0158",0.0000010000,"2025-12-18 13:37:47.987+03"
"acct_0083","acct_0277",0.0000010000,"2025-12-18 14:06:03.789+03"
"acct_0083","acct_0120",0.0000010000,"2025-12-18 14:06:12.803+03"
"acct_0264","acct_0494",0.0000010000,"2025-12-18 14:15:05.605+03"
"acct_0264","acct_0073",0.0000010000,"2025-12-18 14:15:27.193+03"
"acct_0264","acct_0348",0.0000010000,"2025-12-18 14:16:22.101+03"
"acct_0099","acct_0245",0.0000010000,"2025-12-18 14:34:25.565+03"
"acct_0099","acct_0261",0.0000010000,"2025-12-18 14:34:34.005+03"
"acct_0338","acct_0786",0.0000010000,"2025-12-18 14:45:00.598+03"
"acct_0602","acct_0037",0.0000010000,"2025-12-18 15:04:47.465+03"
"acct_0947","acct_0556",0.0000010000,"2025-12-18 15:24:54.225+03"
"acct_0947","acct_0205",0.0000010000,"2025-12-18 15:25:15.66+03"
"acct_0947","acct_0841",0.0000010000,"2025-12-18 15:25:22.409+03"
"acct_0970","acct_0808",0.0000010000,"2025-12-18 15:29:19.116+03"
"acct_0226","acct_0623",0.0000010000,"2025-12-18 16:02:41.346+03"
"acct_0733","acct_0126",0.0000010000,"2025-12-18 16:18:41.512+03"
"acct_0068","acct_0006",0.0000010000,"2025-12-18 16:22:29.15+03"
"acct_0068","acct_0720",0.0000010000,"2025-12-18 16:22:48.676+03"
"acct_0068","acct_0910",0.0000010000,"2025-12-18 16:23:45.088+03"
"acct_0458","acct_0636",0.0000010000,"2025-12-18 16:29:28.62+03"
"acct_0458","acct_0384",0.0000010000,"2025-12-18 16:29:59.111+03"
"acct_0458","acct_0622",0.0000010000,"2025-12-18 16:30:41.851+03"
"acct_0127","acct_0980",0.0000010000,"2025-12-18 16:55:28.689+03"
"acct_0127","acct_0649",0.0000010000,"2025-12-18 16:55:35.592+03"
"acct_0352","acct_0628",0.0000010000,"2025-12-18 17:13:39.173+03"
"acct_0063","acct_0834",0.0000010000,"2025-12-18 22:50:02.337+03"
"acct_0597","acct_0187",0.0000010000,"2025-12-18 22:59:00.049+03"
"acct_0508","acct_0209",0.0000010000,"2025-12-18 23:05:35.684+03"
"acct_0911","acct_0201",0.0000010000,"2025-12-18 23:20:00.95+03"
"acct_0153","acct_0724",0.0000010000,"2025-12-18 23:25:54.942+03"
"acct_0288","acct_0110",0.0000010000,"2025-12-18 23:58:41.605+03"
"acct_0309","acct_0246",0.0000010000,"2025-12-19 00:09:32.81+03"
"acct_0451","acct_0770",0.0000010000,"2025-12-19 00:14:19.258+03"
"acct_0027","acct_0423",0.0000010000,"2025-12-19 00:33:00.121+03"
"acct_0262","acct_0102",0.0000010000,"2025-12-19 00:50:58.969+03"
"acct_0868","acct_0827",0.0000010000,"2025-12-19 00:51:25.862+03"
"acct_0696","acct_0294",0.0000010000,"2025-12-19 01:03:52.254+03"
"acct_0696","acct_0598",0.0000010000,"2025-12-19 01:04:24.785+03"
"acct_0976","acct_0497",0.0000010000,"2025-12-19 01:14:28.979+03"
"acct_0928","acct_0395",0.0000010000,"2025-12-19 01:27:19.763+03"
"acct_0928","acct_0831",0.0000010000,"2025-12-19 01:27:43.874+03"
"acct_0928","acct_0885",0.0000010000,"2025-12-19 01:28:25.785+03"
"acct_0629","acct_0516",0.0000010000,"2025-12-19 01:53:48.998+03"
"acct_0077","acct_0742",0.0000010000,"2025-12-19 02:04:03.228+03"
"acct_0980","acct_0806",0.0000010000,"2025-12-19 02:06:06.759+03"
"acct_0920","acct_0465",0.0000010000,"2025-12-19 02:20:25.985+03"
"acct_0920","acct_0350",0.0000010000,"2025-12-19 02:21:22.989+03"
"acct_0920","acct_0217",0.0000010000,"2025-12-19 02:21:26.833+03"
"acct_0584","acct_0751",0.0000010000,"2025-12-19 02:38:48.964+03"
"acct_0203","acct_0407",0.0000010000,"2025-12-19 02:40:47.473+03"
"acct_0203","acct_0628",0.0000010000,"2025-12-19 02:41:05.245+03"
"acct_0203","acct_0390",0.0000010000,"2025-12-19 02:41:45.772+03"
"acct_0203","acct_0128",0.0000010000,"2025-12-19 02:41:53.34+03"
"acct_0163","acct_0061",0.0000010000,"2025-12-19 03:10:07.758+03"
"acct_0846","acct_0043",0.0000010000,"2025-12-19 03:11:38.929+03"
"acct_0343","acct_0963",0.0000010000,"2025-12-19 03:28:32.371+03"
"acct_0546","acct_0378",0.0000010000,"2025-12-19 03:35:47.199+03"
"acct_0546","acct_0012",0.0000010000,"2025-12-19 03:36:28.173+03"
"acct_0008","acct_0887",0.0000010000,"2025-12-19 04:05:25.426+03"
"acct_0200","acct_0275",0.0000010000,"2025-12-19 04:22:06.67+03"
"acct_0346","acct_0196",0.0000010000,"2025-12-19 04:44:04.894+03"
"acct_0479","acct_0454",0.0000010000,"2025-12-19 04:48:59.732+03"
"acct_0009","acct_0139",0.0000010000,"2025-12-19 05:01:24.065+03"
"acct_0652","acct_0999",0.0000010000,"2025-12-19 05:06:19.305+03"
"acct_0652","acct_0930",0.0000010000,"2025-12-19 05:06:36.997+03"
"acct_0244","acct_0852",0.0000010000,"2025-12-19 05:13:58.714+03"
"acct_0688","acct_0703",0.0000010000,"2025-12-19 05:40:13.163+03"
"acct_0688","acct_0127",0.0000010000,"2025-12-19 05:40:28.264+03"
"acct_0688","acct_0121",0.0000010000,"2025-12-19 05:40:58.742+03"
"acct_0221","acct_0040",0.0000010000,"2025-12-19 05:49:47.756+03"
"acct_0229","acct_0991",0.0000010000,"2025-12-19 07:01:30.075+03"
"acct_0229","acct_0420",0.0000010000,"2025-12-19 07:02:24.135+03"
"acct_0898","acct_0033",0.0000010000,"2025-12-19 07:03:41.896+03"
"acct_0898","acct_0712",0.0000010000,"2025-12-19 07:03:50.619+03"
"acct_0898","acct_0593",0.0000010000,"2025-12-19 07:04:05.792+03"
"acct_0898","acct_0100",0.0000010000,"2025-12-19 07:04:10.427+03"
"acct_0965","acct_0254",0.0000010000,"2025-12-19 07:16:19.366+03"
"acct_0965","acct_0496",0.0000010000,"2025-12-19 07:16:32.41+03"
"acct_0599","acct_0842",0.0000010000,"2025-12-19 07:19:34.663+03"
"acct_0599","acct_0518",0.0000010000,"2025-12-19 07:20:19.559+03"
"acct_0576","acct_0633",0.0000010000,"2025-12-19 15:01:25.571+03"
"acct_0697","acct_0482",0.0000010000,"2025-12-19 15:04:27.237+03"
"acct_0697","acct_0651",0.0000010000,"2025-12-19 15:04:59.887+03"
"acct_0817","acct_0317",0.0000010000,"2025-12-19 15:27:59.293+03"
"acct_0817","acct_0116",0.0000010000,"2025-12-19 15:28:33.305+03"
"acct_0525","acct_0902",0.0000010000,"2025-12-19 15:41:03.083+03"
"acct_0525","acct_0974",0.0000010000,"2025-12-19 15:41:27.069+03"
"acct_0525","acct_0042",0.0000010000,"2025-12-19 15:41:40.818+03"
"acct_0562","acct_0311",0.0000010000,"2025-12-19 16:12:44.237+03"
"acct_0907","acct_0125",0.0000010000,"2025-12-19 16:54:58.875+03"
"acct_0907","acct_0057",0.0000010000,"2025-12-19 16:55:31.007+03"
"acct_0799","acct_0071",0.0000010000,"2025-12-19 16:58:29.592+03"
"acct_0799","acct_0585",0.0000010000,"2025-12-19 16:59:33.554+03"
"acct_0423","acct_0416",0.0000010000,"2025-12-19 17:20:05.176+03"
"acct_0735","acct_0157",0.0000010000,"2025-12-19 17:36:28.155+03"
"acct_0890","acct_0498",0.0000010000,"2025-12-19 17:55:27.382+03"
"acct_0890","acct_0083",0.0000010000,"2025-12-19 17:55:36.535+03"
"acct_0890","acct_0591",0.0000010000,"2025-12-19 17:55:56.433+03"
"acct_0744","acct_0251",0.0000010000,"2025-12-19 17:57:39.78+03"
"acct_0447","acct_0586",0.0000010000,"2025-12-19 21:15:11.645+03"
"acct_0447","acct_0408",0.0000010000,"2025-12-19 21:15:27.861+03"
"acct_0088","acct_0332",0.0000010000,"2025-12-19 21:31:54.479+03"
"acct_0694","acct_0862",0.0000010000,"2025-12-19 21:37:10.408+03"
"acct_0955","acct_0610",0.0000010000,"2025-12-19 21:38:28.926+03"
"acct_0827","acct_0650",0.0000010000,"2025-12-19 21:41:57.588+03"
"acct_0032","acct_0469",0.0000010000,"2025-12-19 21:44:35.987+03"
"acct_0720","acct_0160",0.0000010000,"2025-12-19 21:51:46.748+03"
"acct_0021","acct_0762",0.0000010000,"2025-12-19 22:04:29.713+03"
"acct_0342","acct_0278",0.0000010000,"2025-12-19 22:06:27.693+03"
"acct_0478","acct_0561",0.0000010000,"2025-12-19 22:07:16.474+03"
"acct_0892","acct_0690",0.0000010000,"2025-12-19 22:09:09.396+03"
"acct_0253","acct_0978",0.0000010000,"2025-12-19 22:10:33.323+03"
"acct_0848","acct_0325",0.0000010000,"2025-12-19 22:11:53.15+03"
"acct_0166","acct_0251",0.0000010000,"2025-12-19 22:11:58.148+03"
"acct_0848","acct_0057",0.0000010000,"2025-12-19 22:12:24.995+03"
"acct_0423","acct_0084",0.0000010000,"2025-12-19 22:14:58.442+03"
"acct_0887","acct_0544",0.0000010000,"2025-12-19 22:22:13.642+03"
"acct_0978","acct_0530",0.0000010000,"2025-12-19 22:22:21.699+03"
"acct_0978","acct_0025",0.0000010000,"2025-12-19 22:23:06.355+03"
"acct_0163","acct_0849",0.0000010000,"2025-12-19 22:25:55.057+03"
"acct_0468","acct_0547",0.0000010000,"2025-12-19 22:34:23.751+03"
"acct_0242","acct_0047",0.0000010000,"2025-12-19 22:34:35.559+03"
"acct_0468","acct_0439",0.0000010000,"2025-12-19 22:34:54.962+03"
"acct_0034","acct_0895",0.0000010000,"2025-12-19 22:36:52.971+03"
"acct_0034","acct_0409",0.0000010000,"2025-12-19 22:37:08.774+03"
"acct_0034","acct_0911",0.0000010000,"2025-12-19 22:38:03.662+03"
"acct_0587","acct_0835",0.0000010000,"2025-12-19 22:50:34.327+03"
"acct_0587","acct_0665",0.0000010000,"2025-12-19 22:50:43.559+03"
"acct_0587","acct_0123",0.0000010000,"2025-12-19 22:50:54.445+03"
"acct_0685","acct_0258",0.0000010000,"2025-12-19 22:52:43.172+03"
"acct_0628","acct_0384",0.0000010000,"2025-12-19 22:54:47.979+03"
"acct_0796","acct_0656",0.0000010000,"2025-12-20 00:23:11.394+03"
"acct_0796","acct_0756",0.0000010000,"2025-12-20 00:23:32.843+03"
"acct_0173","acct_0216",0.0000010000,"2025-12-20 00:30:58.109+03"
"acct_0833","acct_0953",0.0000010000,"2025-12-20 00:59:08.542+03"
"acct_0833","acct_0908",0.0000010000,"2025-12-20 00:59:58.164+03"
"acct_0216","acct_0291",0.0000010000,"2025-12-20 01:01:14.934+03"
"acct_0549","acct_0781",0.0000010000,"2025-12-20 01:11:22.363+03"
"acct_0933","acct_0577",0.0000010000,"2025-12-20 01:22:15.023+03"
"acct_0606","acct_0038",0.0000010000,"2025-12-20 01:28:20.648+03"
"acct_0541","acct_0786",0.0000010000,"2025-12-20 01:29:16.949+03"
"acct_0906","acct_0976",0.0000010000,"2025-12-20 01:33:36.963+03"
"acct_0958","acct_0570",0.0000010000,"2025-12-20 01:34:39.001+03"
"acct_0547","acct_0313",0.0000010000,"2025-12-20 01:55:30.601+03"
